        1955    0.4493419    2.0884004 
        1970    0.4689181    2.3228588 
        1978    0.4337514    2.0398773 
          56    0.4681308    2.1240024 
         104    0.4849388    2.4658735 
         141    0.4707029    2.1262405 
         142    0.4777600    2.2781592 
         165    0.4862332    2.5115592 
         207    0.4709414    2.1568908 
         232    0.4395691    1.8211842 
         464    0.4846089    2.4644163 
         473    0.4808890    2.3829269 
         531    0.4793626    2.3258612 
         605    0.4794773    2.3404059 
         639    0.4415495    1.8737933 
         681    0.4415495    1.8737933 
         689    0.4796556    2.3669404 
         774    0.4415495    1.8737933 
         870    0.4430646    1.9017088 
         900    0.4647879    2.1153195 
         979    0.4419857    1.8815983 
        1100    0.4776765    2.2572896 
        1139    0.4415495    1.8737933 
        1192    0.4811789    2.4024086 
        1193    0.4862332    2.5115592 
        1207    0.4407346    1.8628855 
        1210    0.4629339    2.0308811 
        1248    0.4744027    2.1655565 
        1278    0.4785369    2.2784744 
        1337    0.4763952    2.1994108 
        1465    0.4453601    1.9323957 
        1548    0.4487165    2.0260293 
        1567    0.4415495    1.8737933 
        1595    0.4777600    2.2781592 
        1683    0.4762518    2.1812609 
        1722    0.4457515    1.9979138 
        1928    0.4415495    1.8737933 
          28    0.4373535    1.7656335 
         241    0.4756709    2.1191817 
         342    0.4577400    1.8704651 
         367    0.4826873    2.2388219 
         548    0.4574300    1.8690697 
         560    0.4756709    2.1191817 
         745    0.4803761    2.1620737 
         819    0.4555747    1.7988218 
         820    0.4574300    1.8690697 
         828    0.4229408    1.6752236 
         847    0.4478183    1.7800804 
         874    0.4231423    1.7037720 
        1003    0.4703548    2.0447461 
        1019    0.4595490    1.9320948 
        1109    0.4369699    1.7521078 
        1145    0.4671621    1.9764650 
        1165    0.4828800    2.3793960 
        1429    0.4851412    2.4528712 
        1443    0.4834388    2.4485921 
        1455    0.4866989    2.4729305 
        1471    0.4733139    2.0536469 
        1476    0.4834388    2.4485921 
        1556    0.4815837    2.2035675 
        1651    0.4555747    1.7988218 
        1775    0.4751598    2.1128391 
        1810    0.4698446    2.0131428 
        1839    0.4889172    2.5078491 
        1856    0.4832693    2.3806019 
        1901    0.4833758    2.3887363 
          25    0.4358218    1.6636453 
          33    0.4778361    2.1184472 
         167    0.4754149    2.0506946 
         263    0.4792619    2.1570459 
         424    0.4813718    2.1591971 
         428    0.4686259    1.9015032 
         443    0.4745199    1.9889430 
         473    0.4770321    2.0530468 
         492    0.4592222    1.7910898 
         539    0.4827861    2.1983303 
         626    0.4480937    1.7278541 
         642    0.4902147    2.4983242 
         652    0.4874362    2.4157495 
         757    0.4899422    2.4770795 
         850    0.4480937    1.7278541 
         909    0.4439752    1.7001914 
         910    0.4606376    1.8647498 
         993    0.4752082    1.9987262 
        1052    0.4572822    1.7683695 
        1234    0.4686259    1.9015032 
        1366    0.4273314    1.6288293 
        1429    0.4833244    2.2877096 
        1438    0.4781989    2.1369516 
        1480    0.4785650    2.1554369 
        1541    0.4673576    1.8963921 
        1774    0.4710949    1.9371568 
        1799    0.4633183    1.8665981 
        1824    0.4528801    1.7409682 
        1829    0.4827861    2.1983303 
        1843    0.4772694    2.0791526 
        1849    0.4828929    2.2306436 
        1851    0.4686259    1.9015032 
        1954    0.4318956    1.6544737 
        1959    0.4784846    2.1373634 
          22    0.4765077    1.9964781 
          28    0.4794604    2.0979437 
          57    0.4783740    2.0505300 
          63    0.4817513    2.1371118 
          89    0.4570227    1.7316971 
         135    0.4681893    1.8538641 
         150    0.4827861    2.1983303 
         155    0.4651554    1.8309014 
         175    0.4576157    1.7565705 
         258    0.4787239    2.0638871 
         298    0.4625536    1.8181236 
         327    0.4578145    1.7591379 
         335    0.4576157    1.7565705 
         380    0.4801546    2.1137910 
         421    0.4598093    1.7626072 
         480    0.4570227    1.7316971 
         639    0.4699070    1.8786766 
         733    0.4649156    1.8228812 
         768    0.4436155    1.6449168 
         863    0.4687867    1.8611890 
         918    0.4766852    2.0294163 
        1076    0.4461598    1.6500449 
        1104    0.4817712    2.1656302 
        1109    0.4726855    1.9493799 
        1137    0.4682177    1.8576040 
        1249    0.4787239    2.0638871 
        1253    0.4726602    1.9302896 
        1282    0.4649156    1.8228812 
        1286    0.4572441    1.7531737 
        1311    0.4576157    1.7565705 
        1394    0.4717559    1.9246756 
        1491    0.4609703    1.7701757 
        1503    0.4772198    2.0339932 
        1511    0.4828439    2.2640403 
        1518    0.4614650    1.7970712 
        1598    0.4435393    1.6272514 
        1650    0.4255485    1.6048989 
        1651    0.4418833    1.6092228 
        1736    0.4903412    2.4492301 
        1817    0.4699070    1.8786766 
        1849    0.4578145    1.7591379 
        1881    0.4497743    1.6883820 
        1885    0.4471769    1.6718053 
        1944    0.4660739    1.8334381 
        1956    0.4529462    1.6947090 
        1962    0.4764982    1.9545633 
          24    0.4589590    1.7219128 
          54    0.4718903    1.8801741 
         141    0.4589590    1.7219128 
         192    0.4520127    1.6494315 
         318    0.4657113    1.7590597 
         340    0.4771087    1.9481506 
         345    0.4585897    1.7181025 
         441    0.4641809    1.7581719 
         442    0.4494535    1.6467212 
         484    0.4781509    1.9655747 
         686    0.4567376    1.7050987 
         695    0.4681662    1.7804052 
         729    0.4399554    1.5902122 
         753    0.4387611    1.5785631 
         824    0.4754684    1.8974572 
         839    0.4589590    1.7219128 
         910    0.4475013    1.6371678 
         912    0.4638970    1.7474642 
        1018    0.4698448    1.8142592 
        1029    0.4771058    1.8999486 
        1039    0.4531485    1.6585314 
        1156    0.4781998    1.9685681 
        1219    0.4713858    1.8537039 
        1289    0.4574462    1.7114712 
        1351    0.4585897    1.7181025 
        1367    0.4606369    1.7262834 
        1462    0.4554561    1.6680532 
        1470    0.4606369    1.7262834 
        1473    0.4452839    1.6122669 
        1515    0.4797887    2.0083702 
        1561    0.4771058    1.8999486 
        1571    0.4403020    1.5960900 
        1598    0.4400789    1.5955659 
        1646    0.4442293    1.5985160 
        1704    0.4585147    1.7153816 
        1736    0.4903412    2.4492301 
        1749    0.4558204    1.6980260 
           2    0.4562775    1.6623329 
          12    0.4650621    1.7212601 
          20    0.4696138    1.7857915 
          24    0.4774397    1.8791167 
          33    0.4564599    1.6776400 
          48    0.4581271    1.6842513 
          79    0.4623463    1.7008849 
         152    0.4674883    1.7709815 
         172    0.4440084    1.5737497 
         184    0.4553228    1.6512283 
         258    0.4674428    1.7641326 
         264    0.4553228    1.6512283 
         417    0.4465632    1.5859745 
         503    0.4440084    1.5737497 
         557    0.4710095    1.8219650 
         570    0.4521477    1.6296152 
         580    0.4687306    1.7743113 
         589    0.4787363    1.9363757 
         612    0.4799146    1.9813618 
         628    0.4390823    1.5535883 
         717    0.4440084    1.5737497 
         721    0.4565743    1.6783179 
         736    0.4704126    1.7876773 
         766    0.4440084    1.5737497 
         821    0.4440084    1.5737497 
         826    0.4457546    1.5807067 
         843    0.4736135    1.8570827 
         876    0.4349319    1.5425428 
         891    0.4411625    1.5665437 
         990    0.4704422    1.8081548 
         993    0.4638718    1.7204000 
        1058    0.4534105    1.6309851 
        1075    0.4553228    1.6512283 
        1094    0.4600831    1.6918186 
        1127    0.4584309    1.6878783 
        1135    0.4704126    1.7876773 
        1186    0.4707492    1.8204722 
        1192    0.4722729    1.8280558 
        1220    0.4780110    1.9250333 
        1226    0.4440084    1.5737497 
        1246    0.4600831    1.6918186 
        1290    0.4704422    1.8081548 
        1330    0.4722729    1.8280558 
        1404    0.4669512    1.7401589 
        1487    0.4377227    1.5428013 
        1505    0.4778614    1.9109806 
        1528    0.4722729    1.8280558 
        1537    0.4534105    1.6309851 
        1552    0.4465632    1.5859745 
        1575    0.4480569    1.5992225 
        1588    0.4538453    1.6330661 
        1594    0.4581856    1.6857925 
        1645    0.4511163    1.6022161 
        1720    0.4714997    1.8262136 
        1736    0.4903412    2.4492301 
        1741    0.4555679    1.6606385 
        1817    0.4560501    1.6617390 
        1824    0.4742669    1.8604009 
        1826    0.4758099    1.8739368 
        1834    0.4512753    1.6127145 
        1851    0.4729985    1.8411533 
        1874    0.4743401    1.8661849 
        1967    0.4778798    1.9220668 
          24    0.4774397    1.8791167 
          61    0.4468633    1.5694730 
          80    0.4504154    1.5934270 
         145    0.4413368    1.5382239 
         167    0.4520050    1.5965638 
         179    0.4654167    1.7230322 
         271    0.4774397    1.8791167 
         443    0.4497089    1.5856645 
         462    0.4739627    1.8314996 
         496    0.4576572    1.6578332 
         512    0.4658540    1.7326931 
         565    0.4527056    1.6098234 
         585    0.4613340    1.6831453 
         614    0.4468053    1.5463885 
         617    0.4552290    1.6322107 
         667    0.4756450    1.8652749 
         689    0.4731680    1.7848266 
         823    0.4545301    1.6141512 
         831    0.4753201    1.8482091 
         847    0.4774397    1.8791167 
         866    0.4481465    1.5783182 
         904    0.4774397    1.8791167 
         921    0.4774397    1.8791167 
        1002    0.4680424    1.7406047 
        1072    0.4468053    1.5463885 
        1089    0.4483137    1.5795231 
        1091    0.4677139    1.7390394 
        1100    0.4780342    1.8880518 
        1162    0.4546768    1.6310811 
        1166    0.4754305    1.8547776 
        1187    0.4504154    1.5934270 
        1336    0.4747964    1.8378166 
        1340    0.4403258    1.5373884 
        1374    0.4572298    1.6440733 
        1476    0.4668887    1.7374502 
        1493    0.4655609    1.7256838 
        1529    0.4651869    1.6862124 
        1542    0.4668341    1.7357399 
        1552    0.4668887    1.7374502 
        1553    0.4612386    1.6610101 
        1563    0.4560246    1.6377859 
        1592    0.4765152    1.8749900 
        1609    0.4759499    1.8667849 
        1679    0.4706113    1.7562531 
        1748    0.4576572    1.6578332 
        1756    0.4657121    1.7310392 
        1797    0.4546637    1.6303139 
        1811    0.4675697    1.7382627 
        1820    0.4509557    1.5938929 
        1851    0.4658540    1.7326931 
        1870    0.4799519    1.9348460 
        1928    0.4739627    1.8314996 
        1989    0.4394827    1.5138936 
           8    0.4641301    1.6721338 
          13    0.4515679    1.5872625 
         108    0.4653368    1.6867888 
         118    0.4644583    1.6798847 
         138    0.4556446    1.6049283 
         157    0.4628213    1.6634259 
         160    0.4470480    1.5438770 
         168    0.4653368    1.6867888 
         200    0.4597814    1.6241334 
         228    0.4644583    1.6798847 
         288    0.4669359    1.6890609 
         354    0.4762519    1.8590773 
         373    0.4546907    1.6005232 
         378    0.4651869    1.6862124 
         403    0.4506555    1.5751410 
         539    0.4479477    1.5585362 
         570    0.4464769    1.5422071 
         575    0.4416046    1.5114826 
         624    0.4744162    1.7923409 
         680    0.4646291    1.6805168 
         712    0.4463835    1.5358158 
         797    0.4534986    1.6004543 
         805    0.4669359    1.6890609 
         806    0.4762519    1.8590773 
         838    0.4505619    1.5687409 
         855    0.4741212    1.7759499 
         881    0.4479477    1.5585362 
         901    0.4517293    1.5889117 
         904    0.4774397    1.8791167 
         965    0.4463835    1.5358158 
         967    0.4763030    1.8626490 
         997    0.4752636    1.8077092 
        1009    0.4324223    1.4661567 
        1072    0.4741212    1.7759499 
        1110    0.4735355    1.7711011 
        1119    0.4471940    1.5514817 
        1236    0.4586021    1.6217602 
        1282    0.4508049    1.5765356 
        1336    0.4773900    1.8652604 
        1346    0.4686304    1.7152794 
        1353    0.4693806    1.7455719 
        1464    0.4714808    1.7472403 
        1473    0.4682040    1.7078770 
        1511    0.4531458    1.5895340 
        1529    0.4651869    1.6862124 
        1565    0.4500644    1.5589606 
        1579    0.4653368    1.6867888 
        1601    0.4479477    1.5585362 
        1604    0.4688996    1.7350480 
        1641    0.4479477    1.5585362 
        1672    0.4479477    1.5585362 
        1805    0.4799519    1.9348460 
        1806    0.4471940    1.5514817 
        1809    0.4622750    1.6422722 
        1935    0.4569209    1.6210709 
        1944    0.4479477    1.5585362 
        1951    0.4517293    1.5889117 
        1983    0.4438291    1.5357383 
           4    0.4735662    1.7671995 
          11    0.4717903    1.7490367 
          14    0.4735662    1.7671995 
          34    0.4482350    1.5372653 
          42    0.4507714    1.5568232 
          44    0.4664546    1.6812587 
          53    0.4630567    1.6386037 
         119    0.4656418    1.6630550 
         127    0.4654127    1.6561950 
         133    0.4592223    1.6146750 
         156    0.4686304    1.7152794 
         169    0.4613504    1.6197882 
         181    0.4635563    1.6459328 
         205    0.4735662    1.7671995 
         226    0.4636320    1.6486259 
         238    0.4561055    1.5910328 
         240    0.4683413    1.6894831 
         244    0.4534451    1.5795695 
         259    0.4576155    1.6084475 
         272    0.4657685    1.6639500 
         283    0.4574961    1.6082551 
         296    0.4534451    1.5795695 
         341    0.4561055    1.5910328 
         390    0.4619892    1.6287758 
         404    0.4727523    1.7622499 
         426    0.4483720    1.5403887 
         492    0.4686304    1.7152794 
         623    0.4517228    1.5697212 
         628    0.4619892    1.6287758 
         753    0.4568938    1.6064924 
         760    0.4539726    1.5827085 
         769    0.4741212    1.7759499 
         771    0.4724229    1.7556384 
         788    0.4735662    1.7671995 
         827    0.4470782    1.5368800 
         849    0.4654127    1.6561950 
         855    0.4741212    1.7759499 
         972    0.4574961    1.6082551 
        1009    0.4324223    1.4661567 
        1026    0.4656418    1.6630550 
        1072    0.4741212    1.7759499 
        1092    0.4561055    1.5910328 
        1093    0.4450762    1.5270356 
        1181    0.4734796    1.7656018 
        1186    0.4619892    1.6287758 
        1202    0.4635563    1.6459328 
        1203    0.4661016    1.6775244 
        1209    0.4749046    1.8187304 
        1265    0.4493218    1.5423029 
        1335    0.4652998    1.6487517 
        1343    0.4747444    1.8116340 
        1423    0.4517228    1.5697212 
        1465    0.4686178    1.7022454 
        1514    0.4741970    1.7893166 
        1554    0.4718952    1.7508391 
        1582    0.4716289    1.7375585 
        1649    0.4676231    1.6849984 
        1662    0.4747324    1.7914674 
        1777    0.4742217    1.7902336 
        1780    0.4690530    1.7246532 
        1791    0.4738446    1.7729173 
        1803    0.4688871    1.7154327 
        1805    0.4799519    1.9348460 
        1806    0.4735662    1.7671995 
        1811    0.4522849    1.5709208 
        1813    0.4688943    1.7174894 
        1864    0.4618665    1.6266410 
        1897    0.4705011    1.7251404 
        1898    0.4493218    1.5423029 
        1907    0.4741970    1.7893166 
        1909    0.4599834    1.6189089 
        1912    0.4466037    1.5339903 
        1945    0.4714787    1.7320404 
          12    0.4573766    1.5897799 
          63    0.4548382    1.5711327 
          72    0.4612958    1.6050986 
          84    0.4716860    1.7365194 
         191    0.4571690    1.5837799 
         214    0.4716106    1.7344843 
         228    0.4714689    1.7283709 
         248    0.4703621    1.7149324 
         267    0.4716860    1.7365194 
         298    0.4455675    1.5133288 
         300    0.4509919    1.5524362 
         303    0.4501681    1.5441044 
         368    0.4763125    1.7925246 
         422    0.4713998    1.7206134 
         430    0.4455675    1.5133288 
         517    0.4552546    1.5791364 
         597    0.4489100    1.5301523 
         618    0.4506149    1.5475029 
         646    0.4660024    1.6530306 
         657    0.4646004    1.6462038 
         681    0.4500712    1.5420535 
         710    0.4692007    1.6738879 
         744    0.4517174    1.5529609 
         812    0.4548457    1.5713082 
         837    0.4489100    1.5301523 
         938    0.4639102    1.6392379 
         945    0.4529021    1.5610318 
         976    0.4672773    1.6591824 
         984    0.4733204    1.7452474 
         993    0.4675154    1.6652067 
         994    0.4521648    1.5541560 
        1002    0.4714787    1.7320404 
        1009    0.4324223    1.4661567 
        1028    0.4639009    1.6328858 
        1029    0.4620805    1.6122694 
        1058    0.4738876    1.7474950 
        1098    0.4733204    1.7452474 
        1119    0.4653401    1.6468793 
        1170    0.4698017    1.7051908 
        1225    0.4489187    1.5380913 
        1237    0.4628221    1.6231798 
        1254    0.4714689    1.7283709 
        1255    0.4714689    1.7283709 
        1355    0.4675154    1.6652067 
        1363    0.4747468    1.7634834 
        1364    0.4577054    1.5927532 
        1365    0.4594902    1.6012602 
        1435    0.4642068    1.6393934 
        1458    0.4700447    1.7084836 
        1472    0.4734145    1.7469332 
        1489    0.4531499    1.5703186 
        1536    0.4574779    1.5921925 
        1544    0.4612958    1.6050986 
        1619    0.4706359    1.7173418 
        1655    0.4663752    1.6532267 
        1671    0.4456663    1.5154503 
        1700    0.4579116    1.5932360 
        1753    0.4644502    1.6424610 
        1784    0.4725514    1.7426418 
        1805    0.4799519    1.9348460 
        1807    0.4622675    1.6157110 
        1860    0.4638688    1.6258051 
        1861    0.4692384    1.7048558 
        1871    0.4738876    1.7474950 
        1898    0.4676073    1.6726026 
        1914    0.4639009    1.6328858 
        1923    0.4560333    1.5821186 
        1928    0.4514403    1.5528497 
        1945    0.4714787    1.7320404 
        1964    0.4487439    1.5225536 
        1994    0.4523568    1.5551447 
          46    0.4610319    1.5984890 
          61    0.4592000    1.5875882 
         101    0.4683216    1.6610863 
         108    0.4619157    1.6072025 
         124    0.4543209    1.5618216 
         128    0.4692505    1.6689717 
         217    0.4637317    1.6228843 
         234    0.4616641    1.6042095 
         251    0.4642602    1.6262051 
         281    0.4644672    1.6276811 
         413    0.4635600    1.6180208 
         480    0.4630235    1.6146005 
         562    0.4580147    1.5755078 
         584    0.4675768    1.6541865 
         639    0.4580147    1.5755078 
         740    0.4611938    1.5993206 
         741    0.4496842    1.5237671 
         760    0.4543956    1.5634955 
         785    0.4566243    1.5714027 
         835    0.4651708    1.6299360 
         875    0.4688861    1.6619683 
         877    0.4675224    1.6526813 
         882    0.4736994    1.7403218 
         900    0.4533118    1.5598908 
         915    0.4638688    1.6258051 
         971    0.4692505    1.6689717 
         975    0.4726141    1.7334182 
         987    0.4722727    1.7282707 
         996    0.4716085    1.6937087 
        1038    0.4581438    1.5819101 
        1055    0.4525145    1.5469073 
        1066    0.4741584    1.7446638 
        1089    0.4589936    1.5862475 
        1095    0.4558936    1.5697278 
        1141    0.4607799    1.5907087 
        1188    0.4525145    1.5469073 
        1226    0.4703395    1.6808865 
        1250    0.4600902    1.5892664 
        1281    0.4508218    1.5314820 
        1287    0.4666752    1.6413539 
        1288    0.4525145    1.5469073 
        1331    0.4638688    1.6258051 
        1355    0.4653848    1.6341287 
        1374    0.4668995    1.6510912 
        1397    0.4525145    1.5469073 
        1452    0.4692505    1.6689717 
        1535    0.4624643    1.6118008 
        1557    0.4638688    1.6258051 
        1589    0.4653848    1.6341287 
        1633    0.4671687    1.6519493 
        1673    0.4625233    1.6129206 
        1677    0.4653848    1.6341287 
        1805    0.4799519    1.9348460 
        1806    0.4607799    1.5907087 
        1860    0.4638688    1.6258051 
        1897    0.4638688    1.6258051 
        1922    0.4653848    1.6341287 
        1975    0.4615599    1.6028751 
        1983    0.4637317    1.6228843 
        1987    0.4494894    1.5209785 
         100    0.4494894    1.5209785 
         107    0.4715478    1.6832439 
         124    0.4707959    1.6822024 
         149    0.4701383    1.6686087 
         174    0.4568099    1.5657426 
         248    0.4647484    1.6243048 
         310    0.4630368    1.6074624 
         425    0.4610108    1.5912568 
         441    0.4631245    1.6123170 
         522    0.4637976    1.6152311 
         565    0.4603243    1.5880267 
         588    0.4647484    1.6243048 
         603    0.4652074    1.6260611 
         626    0.4633068    1.6123526 
         643    0.4691970    1.6597454 
         661    0.4590488    1.5689642 
         675    0.4609971    1.5896243 
         692    0.4629187    1.6058930 
         700    0.4705650    1.6730843 
         703    0.4624102    1.6040943 
         748    0.4683197    1.6457854 
         753    0.4594701    1.5806852 
         756    0.4670896    1.6413995 
         771    0.4723283    1.7008721 
         778    0.4647484    1.6243048 
         791    0.4732567    1.7028605 
         831    0.4666924    1.6378823 
         891    0.4641711    1.6165398 
         925    0.4630368    1.6074624 
        1031    0.4721093    1.6869512 
        1032    0.4622802    1.6021000 
        1054    0.4647484    1.6243048 
        1120    0.4691970    1.6597454 
        1121    0.4705650    1.6730843 
        1164    0.4685194    1.6595817 
        1222    0.4642991    1.6209918 
        1236    0.4603243    1.5880267 
        1257    0.4620246    1.5960572 
        1288    0.4695972    1.6673877 
        1315    0.4683224    1.6588997 
        1319    0.4603208    1.5867040 
        1372    0.4705650    1.6730843 
        1456    0.4624102    1.6040943 
        1467    0.4600628    1.5809518 
        1531    0.4633068    1.6123526 
        1575    0.4641954    1.6205461 
        1576    0.4630016    1.6071943 
        1623    0.4592953    1.5782059 
        1636    0.4613497    1.5919766 
        1702    0.4603208    1.5867040 
        1708    0.4561003    1.5584553 
        1712    0.4641899    1.6204023 
        1722    0.4623391    1.6038909 
        1727    0.4638706    1.6156507 
        1741    0.4561003    1.5584553 
        1747    0.4655522    1.6286450 
        1825    0.4633523    1.6152028 
        1829    0.4656683    1.6306539 
        1847    0.4600628    1.5809518 
        1889    0.4663439    1.6359915 
        1904    0.4603208    1.5867040 
        1941    0.4633068    1.6123526 
        1972    0.4600628    1.5809518 
        1990    0.4626992    1.6051353 
